id,Value
0,1026.6585940180125
1,938.1990581295001
2,928.5501717690047
3,866.4567368337729
4,838.810392755723
5,835.7638058685901
6,850.6466638160151
7,548.905389525107
8,-160.0
9,-160.0
10,-32.134989597808044
11,906.8573633441288
12,915.094536614922
13,840.7446687452843
14,801.5216479929068
15,845.4008449444505
16,852.5168895988287
17,845.0293508224527
18,864.106309891072
19,888.6710098152084
20,960.6990969723256
21,963.6315323129219
22,974.7575128067673
23,976.5586602082731
24,919.5857744023388
25,897.2328749328505
26,879.7697249312898
27,843.4485618659902
28,814.8926798840123
29,805.4358228115393
30,934.9757318965934
31,917.3028485637218
32,880.474941495389
33,851.3744025239909
34,833.1737473615453
35,833.4606921299442
36,871.8543973933934
37,862.231665645025
38,813.4850741199851
39,884.7367808490687
40,876.7369248637247
41,887.8237942207406
42,866.9811587887186
43,854.1567639483272
44,848.1160724608377
45,863.1951927924716
46,904.6954365363769
47,890.9081318726439
48,898.5895058140536
49,884.1758004356253
50,861.3903523780277
51,877.0879482716773
52,925.5886408388253
53,908.645797596688
54,959.7769191538459
55,918.4641498072872
56,923.7628015861319
57,893.5901226926494
58,879.2760481812268
59,826.6709010582779
60,812.7288279447878
61,819.8270028991126
62,852.2529262308658
63,854.2128449050261
64,774.6292206208818
65,762.2584298921195
66,655.6546286808265
67,632.3630124395303
68,707.5185849681868
69,781.7990617757043
70,495.78430734370914
71,-160.0
72,-160.0
73,-43.129986626768414
74,757.1758710405119
75,769.3695349649666
76,727.1560604408878
77,704.424215864395
78,722.5132974513468
79,727.9403077326657
80,725.8932321415427
81,732.5562550354856
82,747.8566915949327
83,780.2392084932208
84,781.1380157873011
85,784.9045088537332
86,787.4900010961114
87,763.0075941946459
88,749.2493710439719
89,739.2844437890334
90,715.2269897682114
91,698.0601898715692
92,698.2398855771357
93,765.0345391601923
94,760.5588894882436
95,743.5442433660791
96,729.5469266222915
97,717.0586856352897
98,718.2522898464986
99,741.1082505159393
100,739.5542751870388
101,698.7963407671398
102,754.2226970984543
103,752.4052443612336
104,757.8620807182531
105,749.8351128489908
106,745.2003381534366
107,742.8381180231842
108,747.7654217161245
109,767.4183776791779
110,762.9094452510817
111,767.5295109855015
112,761.0062179265236
113,752.3509177234689
114,757.4916524720807
115,783.1906509536279
116,776.769422096534
117,797.0634991906279
118,780.0064799897285
119,779.1697716797698
120,766.3818385235688
121,759.2928866268584
122,729.5125944389133
123,721.6250333122039
124,730.3307753015956
125,744.4371787529715
126,518.9621920039174
127,581.8965392412966
128,631.4989021668102
129,694.4165828044789
130,657.6211283015807
131,639.3201263829307
132,595.9876985467992
133,348.6664932283413
134,-160.0
135,-160.0
136,-40.52989051567738
137,642.1002445959831
138,658.4320416143495
139,646.6803923608247
140,639.5565499743244
141,632.8473232053731
142,636.7448563021926
143,639.9684652226631
144,634.649371276724
145,641.2381116659342
146,635.601729497834
147,634.5333510827177
148,631.1922622074397
149,634.6018591020609
150,641.322679890155
151,635.6562339137903
152,632.7962359405052
153,620.186210390099
154,613.7658263279247
155,623.3662141837357
156,630.336703130941
157,638.6573735987809
158,640.624508916273
159,641.0736844584103
160,633.889040341654
161,635.995234531005
162,644.1776388183843
163,650.473669985019
164,616.6132377598952
165,657.8113006599062
166,661.9946648760603
167,662.0716084301006
168,666.388907453023
169,669.653544761458
170,670.8331913569582
171,665.9501793433325
172,664.6925686759105
173,669.1497655863736
174,670.8813955888929
175,671.9230202392844
176,676.8824644545314
177,671.8218399200997
178,675.8124655372646
179,679.5295988898981
180,670.1427598728031
181,676.4077064911122
182,669.5569643246929
183,673.4719604487085
184,673.285201854297
185,665.1449037321468
186,662.9978252890425
187,673.468590581752
188,669.988019792048
189,1120.785297277978
190,908.1891222744576
191,902.8775808086153
192,767.7196806551917
193,660.8561093485662
194,768.8890912591213
195,843.604872861927
196,541.2596918894805
197,-160.0
198,-160.0
199,-42.83393119857794
200,873.5596674525045
201,876.8079932759765
202,784.6565685308138
203,736.4704861917306
204,797.1752121344944
205,804.7108353191389
206,793.3894191413139
207,820.8940320732428
208,850.0869293602136
209,947.2439715751769
210,951.5880068287827
211,967.7397779525825
212,968.5248713263363
213,890.6275479658839
214,863.9107755839078
215,842.3126506021221
216,800.4765725460389
217,765.9667377825078
218,749.1069212533981
219,915.9170922806574
220,888.8653373968821
221,839.6126774856073
222,801.2062705729948
223,780.6430307805258
224,780.0442005222973
225,826.6514217893379
226,811.1042852714917
227,762.8002872700282
228,837.2468520679229
229,824.8084399751102
230,839.3258107188794
231,809.967491414908
232,791.6217315781794
233,783.1461582302898
234,805.2010987823214
235,860.2582126342838
236,840.0961701573378
237,849.3770021038515
238,829.9746467668637
239,797.7687150426042
240,820.7177491919355
241,882.5331729587131
242,858.571822139701
243,930.0358106083349
244,872.9056344230103
245,883.0337488217638
246,841.6148192286929
247,822.9121685161501
248,757.6310169800772
249,740.3245902912737
250,744.7923645360848
251,788.9677764050781
